;Bezirk Mitte: Energieverbrauchsübersicht bezirklicher Liegenschaften 2017;;;;;;;
;;;;;;;;
;lfd. Nr.;Liegenschaft;Adresse Straße;Adresse PLZ;Wärmeversorgung;Wärmeverbrauch witterungsbereinigt;Stromverbrauch;Bemerkungen
;;;;;;kWh;kWh;
Sport;141;Poststadion Lehrter Straße, Rollschuhbahn;Lehrter Str. 59;;Gas;106.995;-;Stromversorgung durch Nr. 140
Sport;142;Sporthalle Louise-Schroeder-Platz;Louise-Schroeder-Platz 1;13359;Fernwärme;266.876;52.050;
Sport;143;Sportplatz Togostraße;Lüderitzstr. 40;13351;Gas;142.021;26.071;
Sport;144;Erika-Heß-Eisstadion;Müllerstr. 185;13353;Heizöl;1.558.714;1.217.441;
Sport;145;"Sporthalle ""A, B, C"" Neue Roßstraße";Neue Roßstr. 5;10179;Fernwärme;362.911;110.728;
Sport;146;Sportplatz Neues Ufer;Neues Ufer 2;10553;Gas;157.456;-;Stromversorgung durch Nr. 28
Sport;147;Sporthalle Heinrich-von-Stephan-Schule;Neues Ufer 6-8;;Fernwärme;142.458;-;Stromversorgung durch Nr. 28
Sport;148;Sportplatz Nordufer;Nordufer 28 a;13351;Gas;182.321;16.332;
Sport;149;Hanne-Sobek-Sportplatz;Osloer Str. 42;13359;Gas;272.095;18.389;
Sport;150;Sporthalle Herbert-Hoover-Schule;Pankstr. 18-20;;Gas;200.203;14.198;
Sport;151;Sporthalle Putbusser Straße;Putbusser Str. 12;13355;Gas;358.336;100.890;
Sport;152;Pavillon Minigolfplatz Fritz-Schloß-Park;Rathenower Str. 10;10559;Gas;7.269;-;
Sport;153;Bootshaus Tegel;Schwarzer Weg 25;13505;Gas;69.881;2.343;
Sport;154;Sporthalle Tiergarten (Union-Sporthalle);Siemensstr. 20 a;10551;Fernwärme;402.253;17.251;
Sport;155;Sporthalle Turmstraße;Turmstr. 85 b;10559;Fernwärme;152.647;10.445;Wärmeseitige Mitversorgung von Nr. 123
Sport;156;Sportplatz Schillerpark;Ungarnstr. 65;13349;Gas;166.576;-;Stromversorgung durch Nr. 53
;Verwaltung;;;;;6.181.641;1.885.469;
Verwaltung;157;Haus der Volksbildung;Badstr. 9 y;13357;Gas;-;12.921;Wärmeversorgung durch Nr. 18
