Bezirk Tempelhof-Schˆneberg: Energieverbrauchs¸bersicht bezirklicher Geb‰ude f¸r 2010-2019;;;;;;;;;;;;;;;;
ID;Liegenschaft;Adresse;PLZ;Bauwerk;"Energieart
(W‰rmeverbrauch ist witterungsbereinigt)";Einheit;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
136;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Sporthalle;W‰rme;kWh;170.828;184.508;171.449;182.999;185.754;171.281;173.706;177.353;197.711;175.165
136;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Sporthalle;Strom;kWh;37.369;38.539;36.217;34.117;34.757;35.758;35.918;35.480;37.490;38.698
137;Gesundheitsamt 2;Kˆnigstraﬂe 15;12105;Dienstgeb‰ude;W‰rme;kWh;200.067;214.885;205.862;203.904;152.174;203.164;196.660;182.189;174.254;189.806
137;Gesundheitsamt 2;Kˆnigstraﬂe 15;12105;Dienstgeb‰ude;Strom;kWh;24.152;23.831;23.133;21.941;16.236;33.668;34.175;32.186;33.071;34.538
138;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Mobile Klassen;W‰rme;kWh;189.740;203.511;206.166;200.659;219.230;207.090;214.621;221.489;226.618;0
138;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Mobile Klassen;Strom;kWh;18.338;22.613;19.007;22.614;22.653;21.126;21.814;22.506;22.151;23.502
139;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Doppelsporthalle;W‰rme;kWh;248.868;325.808;250.024;216.138;279.875;288.842;319.335;304.679;328.415;327.840
139;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Doppelsporthalle;Strom;kWh;17.991;22.185;18.647;22.186;22.224;20.726;21.401;22.080;21.732;23.057
140;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Schulgeb‰ude;W‰rme;kWh;299.730;268.643;263.095;333.082;319.873;265.512;286.378;299.514;347.048;337.519
140;Mascha-Kaleko-Schule;Kˆnigstraﬂe 32;12105;Schulgeb‰ude;Strom;kWh;38.143;47.036;39.536;47.038;47.120;43.943;45.374;46.813;46.076;48.886
141;Paul-Klee-Schule;Konradinstraﬂe 15-17;12105;Sporthalle;W‰rme;kWh;20.296;21.617;18.769;21.050;24.700;23.853;22.136;22.282;26.532;22.138
141;Paul-Klee-Schule;Konradinstraﬂe 15-17;12105;Sporthalle;Strom;kWh;16.977;9.399;15.231;15.545;15.610;15.244;17.044;19.375;19.176;22.178
142;Paul-Klee-Schule;Konradinstraﬂe 15-17;12105;Schulgeb‰ude;W‰rme;kWh;1.031.111;1.018.794;889.410;1.127.597;1.018.591;774.849;827.257;377.061;739.856;1.051.186
142;Paul-Klee-Schule;Konradinstraﬂe 15-17;12105;Schulgeb‰ude;Strom;kWh;116.233;64.355;104.282;106.429;106.876;104.369;116.698;132.657;131.290;151.843
143;Sportplatz - Kˆrtingstraﬂe;Kˆrtingstraﬂe 41;12107;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;84.573;87.477;81.079;79.350;78.663;77.129;89.614;92.788;87.065;76.925
143;Sportplatz - Kˆrtingstraﬂe;Kˆrtingstraﬂe 41;12107;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;40.759;27.974;25.255;42.181;24.527;22.080;26.980;35.960;42.060;33.360
144;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Schulgeb‰ude;W‰rme;kWh;862.876;892.499;827.227;809.579;802.575;786.923;914.300;946.685;888.302;784.844
144;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Schulgeb‰ude;Strom;kWh;150.294;151.085;137.446;147.889;126.352;92.782;92.002;90.675;83.178;170.512
145;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Sporthalle;W‰rme;kWh;170.816;176.680;163.759;160.265;158.879;155.780;180.996;187.407;175.849;155.369
145;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Sporthalle;Strom;kWh;29.752;29.909;27.209;29.276;25.013;18.367;18.213;17.950;16.466;33.755
146;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Mobile Klassen;W‰rme;kWh;0;0;0;0;26.904;72.334;79.369;81.256;82.384;73.352
146;Ikarus-Schule;Kˆrtingstraﬂe 45;12107;Mobile Klassen;Strom;kWh;19.525;19.627;17.855;19.212;16.414;12.053;11.952;11.780;10.806;22.151
148;Jugendfreizeiteinrichtung - Kurf¸rstenstraﬂe;Kurf¸rstenstraﬂe 40;12105;Jugendfreizeiteinrichtung;W‰rme;kWh;76.351;148.150;148.116;102.257;60.274;60.694;66.007;65.081;23.728;1.819
148;Jugendfreizeiteinrichtung - Kurf¸rstenstraﬂe;Kurf¸rstenstraﬂe 40;12105;Jugendfreizeiteinrichtung;Strom;kWh;15.045;15.139;14.809;10.547;8.538;7.628;6.902;6.132;2.993;22.983
149;Luise-Henriette-Schule (‹bergangsschule);Kurf¸rstenstraﬂe 53/54;12105;Schulgeb‰ude;W‰rme;kWh;624.640;558.252;549.416;696.836;668.702;556.947;597.801;613.438;680.908;658.483
149;Luise-Henriette-Schule (‹bergangsschule);Kurf¸rstenstraﬂe 53/54;12105;Schulgeb‰ude;Strom;kWh;37.917;12.304;7.737;91.309;67.055;59.958;61.023;47.644;80.860;59.183
150;Familienf¸rsorge;Kurm‰rkische Straﬂe 1-3;10783;Betreuungsst‰tte;W‰rme;kWh;172.377;172.226;160.432;160.223;135.880;122.255;120.704;124.339;130.329;122.950
150;Familienf¸rsorge;Kurm‰rkische Straﬂe 1-3;10783;Betreuungsst‰tte;Strom;kWh;14.497;15.779;15.831;14.275;14.387;15.068;14.479;14.949;13.342;12.178
151;Sportplatz - Laubacher Straﬂe;Laubacher Straﬂe 23-27;14197;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;24.187;22.168;20.143;22.630;19.000;20.897;22.647;23.972;24.837;24.360
151;Sportplatz - Laubacher Straﬂe;Laubacher Straﬂe 23-27;14197;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;13.251;13.300;19.343;15.915;15.391;16.230;15.947;19.584;16.063;16.861
322;Kinderspielplatz - Leberstraﬂe;Leberstraﬂe 12 / Gotenstraﬂe 83;10829;Gr¸nfl‰che / Beleuchtung;Strom;kWh;1.656;1.212;1.246;561;562;604;588;586;99;218
26;Gemeinschaftshaus Lichtenrade;Lichtenrader Damm 198-212;12305;Seniorenfreizeiteinrichtung;W‰rme;kWh;589.513;658.716;496.708;565.250;559.490;307.121;0;565.397;563.432;596.505
26;Gemeinschaftshaus Lichtenrade;Lichtenrader Damm 198-212;12305;Seniorenfreizeiteinrichtung;Strom;kWh;176.468;163.436;188.848;175.402;179.965;174.916;124.814;123.639;139.467;159.786
153;Georg-B¸chner-Schule;Lichtenrader Damm 224-230;12305;Schulgeb‰ude mit Sporthalle;W‰rme;kWh;1.199.730;1.181.776;1.101.353;1.194.176;1.184.890;1.202.221;1.408.639;1.306.388;1.256.825;1.420.678
153;Georg-B¸chner-Schule;Lichtenrader Damm 224-230;12305;Schulgeb‰ude mit Sporthalle;Strom;kWh;140.796;144.408;146.127;125.940;121.271;116.678;148.002;150.472;128.023;144.095
323;K¸nastteich - Tiefbrunnen;Loewenhardtdamm 46;12101;Brunnen;Strom;kWh;456;121;75;1.033;495;500;2.716;1.845;1.909;2.156
154;Jugendfreizeiteinrichtung - LortzingClub;Lortzingstraﬂe 16-18;12307;Jugendfreizeiteinrichtung;W‰rme;kWh;86.747;67.783;96.177;66.224;107.394;92.669;97.905;104.753;97.812;94.773
154;Jugendfreizeiteinrichtung - LortzingClub;Lortzingstraﬂe 16-18;12307;Jugendfreizeiteinrichtung;Strom;kWh;16.798;14.652;9.390;8.509;8.613;13.621;8.604;8.789;7.353;7.780
155;Werbellinsee-Schule;Luitpoldstraﬂe 38;10781;Schulgeb‰ude;W‰rme;kWh;453.196;458.792;472.686;550.770;542.845;513.065;577.878;648.924;536.715;550.245
155;Werbellinsee-Schule;Luitpoldstraﬂe 38;10781;Schulgeb‰ude;Strom;kWh;284.242;265.456;255.693;257.161;255.522;249.797;262.112;248.337;241.372;229.327
156;Schulpraktisches Seminar;Lutherstraﬂe 18;12305;Seminargeb‰ude;W‰rme;kWh;105.888;112.420;103.149;113.243;109.327;93.510;120.980;118.173;112.071;117.428
156;Schulpraktisches Seminar;Lutherstraﬂe 18;12305;Seminargeb‰ude;Strom;kWh;10.106;3.854;4.897;5.464;5.593;5.419;5.007;5.377;4.811;4.830
157;Schulpraktisches Seminar;Lutherstraﬂe 18;12305;Seminargeb‰ude;W‰rme;kWh;103.665;88.638;80.145;75.550;71.314;75.505;77.478;76.829;72.891;75.632
157;Schulpraktisches Seminar;Lutherstraﬂe 18;12305;Seminargeb‰ude;Strom;kWh;9.399;3.585;4.554;5.082;5.202;5.039;4.656;5.000;4.474;4.492
128;Elisabeth-Rotten-Schule;Machonstraﬂe 52;12105;Schulgeb‰ude;W‰rme;kWh;394.424;438.713;251.086;0;0;0;0;0;0;0
128;Elisabeth-Rotten-Schule;Machonstraﬂe 52;12105;Schulgeb‰ude;Strom;kWh;60.039;45.048;30.416;0;0;0;0;0;0;0
131;Eckener-Schule;Machonstraﬂe 52;12105;Sporthalle;W‰rme;kWh;17.801;22.125;67.998;77.153;76.030;92.691;91.571;87.428;119.485;122.020
131;Eckener-Schule;Machonstraﬂe 52;12105;Sporthalle;Strom;kWh;0;0;8.455;15.030;1.643;8.666;9.813;9.679;8.263;8.899
158;Gr¸nfl‰chenamt;Manteuffelstraﬂe 63;12103;Garage / Wagenhalle;W‰rme;kWh;53.397;55.097;37.112;48.483;45.356;43.611;61.041;60.386;58.548;53.335
158;Gr¸nfl‰chenamt;Manteuffelstraﬂe 63;12103;Garage / Wagenhalle;Strom;kWh;7.796;8.250;8.029;2.147;1.747;11.511;5.504;4.877;4.742;5.808
159;Gr¸nfl‰chenamt;Manteuffelstraﬂe 63;12103;Dienstgeb‰ude;W‰rme;kWh;122.029;125.916;84.814;110.799;103.653;99.666;139.500;138.001;133.802;121.889
159;Gr¸nfl‰chenamt;Manteuffelstraﬂe 63;12103;Dienstgeb‰ude;Strom;kWh;17.815;18.854;18.350;4.907;3.992;26.306;12.577;11.144;10.838;13.274
69;Rudolf-Hildebrand-Schule;Marconistraﬂe 4;12107;Hortgeb‰ude;W‰rme;kWh;115.856;115.864;105.652;97.388;109.729;91.364;102.070;122.331;121.662;109.542
69;Rudolf-Hildebrand-Schule;Marconistraﬂe 4;12107;Hortgeb‰ude;Strom;kWh;20.005;20.151;20.785;20.508;29.699;31.051;30.200;28.300;17.500;29.700
160;Jugendfreizeitst‰tte - Bungalow;Mariendorfer Damm 117/121;12109;Jugendfreizeiteinrichtung;W‰rme;kWh;124.333;136.925;98.648;114.900;112.756;107.570;117.325;116.138;115.233;106.651
160;Jugendfreizeitst‰tte - Bungalow;Mariendorfer Damm 117/121;12109;Jugendfreizeiteinrichtung;Strom;kWh;26.584;23.770;22.617;8.060;8.059;14.530;12.027;11.652;10.200;12.162
324;Wochenmarkt - Mariendorfer Damm;Mariendorfer Damm 92;12109;Markt;Strom;kWh;23.328;20.781;19.778;15.446;16.168;15.407;13.900;15.300;13.700;11.300
161;Eduard Bernoth Haus;Marienfelder Allee 104;12277;Seniorenfreizeiteinrichtung;W‰rme;kWh;46.205;50.384;49.396;49.637;47.181;45.024;48.833;47.002;46.753;47.221
161;Eduard Bernoth Haus;Marienfelder Allee 104;12277;Seniorenfreizeiteinrichtung;Strom;kWh;12.334;12.444;12.216;11.668;12.022;13.039;12.483;14.984;9.824;12.462
162;Stadtteilbibliothek Marienfelde und Jugendfreizeiteinrichtung;Marienfelder Allee 107/109;12277;Bibliothek;W‰rme;kWh;200.433;193.008;157.854;181.911;158.846;154.443;191.746;189.055;187.454;162.473
162;Stadtteilbibliothek Marienfelde und Jugendfreizeiteinrichtung;Marienfelder Allee 107/109;12277;Bibliothek;Strom;kWh;28.221;23.797;18.888;14.166;13.460;13.550;15.884;18.159;14.960;16.975
163;"Senionrenfreizeitst‰tte ""Sorgenfrei""";Markgrafenstraﬂe 10;12105;Seniorenfreizeiteinrichtung;W‰rme;kWh;83.453;84.077;69.273;70.621;72.710;67.723;68.923;69.026;68.731;64.562
163;"Senionrenfreizeitst‰tte ""Sorgenfrei""";Markgrafenstraﬂe 10;12105;Seniorenfreizeiteinrichtung;Strom;kWh;6.895;7.935;7.634;8.009;7.917;12.316;8.338;7.850;6.334;7.173
164;Sportplatz - Markgrafenstraﬂe;Markgrafenstraﬂe 19-24;12105;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;246.779;230.581;196.317;192.705;242.624;250.338;202.603;247.348;245.141;267.113
164;Sportplatz - Markgrafenstraﬂe;Markgrafenstraﬂe 19-24;12105;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;52.061;42.955;44.037;34.855;40.602;71.522;35.911;40.979;41.147;63.275
299;Jugendkunstschule Tempelhof-Schˆneberg;Martin-Luther-Straﬂe 46;10779;Jugendfreizeiteinrichtung;Strom;kWh;6.911;6.848;6.909;5.335;5.563;6.453;5.401;5.898;5.745;5.829
165;Thomas-Dehler-Bibliothek;Martin-Luther-Straﬂe 77;10825;Bibliothek;W‰rme;kWh;70.276;72.094;65.620;70.258;74.010;71.647;80.948;84.013;89.975;84.213
165;Thomas-Dehler-Bibliothek;Martin-Luther-Straﬂe 77;10825;Bibliothek;Strom;kWh;15.669;15.837;16.921;16.984;15.172;15.787;15.604;12.776;13.362;13.845
166;Betreuungseinrichtung Weiﬂe Rose;Martin-Luther-Straﬂe 77;10825;Betreuungsst‰tte;W‰rme;kWh;222.785;228.548;208.026;222.727;234.622;227.132;256.616;266.333;285.233;266.967
166;Betreuungseinrichtung Weiﬂe Rose;Martin-Luther-Straﬂe 77;10825;Betreuungsst‰tte;Strom;kWh;49.672;50.206;53.642;53.842;48.098;50.048;49.467;40.501;42.358;43.892
167;Friedhof 4;Matth‰ifriedhofsweg 8 / Priesterweg;10829;Kapelle;Strom;kWh;2.952;2.967;526;1.501;1.931;2.628;2.529;9.541;5.624;8.078
168;K‰the-Kollwitz-Schule;Mellener Straﬂe 38-42;12307;Schulgeb‰ude;W‰rme;kWh;374.879;386.211;373.620;383.389;455.649;433.531;408.758;355.491;386.990;445.722
168;K‰the-Kollwitz-Schule;Mellener Straﬂe 38-42;12307;Schulgeb‰ude;Strom;kWh;82.730;81.069;94.422;86.054;80.659;85.672;80.793;83.232;72.959;74.293
300;Jugendfreizeiteinrichtung - Menzelstraﬂe;Menzelstraﬂe 5-6;12157;Jugendfreizeiteinrichtung;Strom;kWh;8.180;5.630;936;0;0;0;0;0;0;0
169;R¸ckert-Schule;Mettestraﬂe 8;10825;Schulgeb‰ude;W‰rme;kWh;438.902;926.384;944.481;975.106;986.131;1.050.520;1.097.669;1.113.262;1.100.323;976.308
169;R¸ckert-Schule;Mettestraﬂe 8;10825;Schulgeb‰ude;Strom;kWh;77.019;141.705;139.200;135.977;133.856;140.899;140.478;139.700;139.861;139.313
170;Sternberg - Grundschule;Mettestraﬂe 8;10825;Schulgeb‰ude;W‰rme;kWh;54.501;115.034;117.281;121.084;122.453;130.450;136.306;138.243;136.634;121.235
170;Sternberg - Grundschule;Mettestraﬂe 8;10825;Schulgeb‰ude;Strom;kWh;9.791;18.014;17.696;17.286;17.017;17.912;17.858;17.759;17.780;17.710
172;Sportplatz - Monumentenstraﬂe;Monumentenstraﬂe 13c;10829;Umkleidegeb‰ude;W‰rme;kWh;62.538;82.604;99.024;86.523;66.340;62.578;64.398;65.337;75.308;71.527
172;Sportplatz - Monumentenstraﬂe;Monumentenstraﬂe 13c;10829;Umkleidegeb‰ude;Strom;kWh;9.729;9.755;11.097;8.870;8.800;6.620;9.255;6.598;8.619;7.974
133;Robert-Blum-Schule;Monumentenstraﬂe 13d;10829;Sporthalle;W‰rme;kWh;200.969;131.946;0;100.307;98.955;62.085;70.343;71.240;71.640;85.932
133;Robert-Blum-Schule;Monumentenstraﬂe 13d;10829;Sporthalle;Strom;kWh;0;0;913;8.735;11.378;11.655;70.949;70.848;39.199;46.879
174;Sportplatz - Monumentenstraﬂe;Monumentenstraﬂe 13d;10829;Gymnastikhalle;W‰rme;kWh;105.176;112.362;123.648;121.408;102.023;110.879;112.886;114.641;67.280;80.003
174;Sportplatz - Monumentenstraﬂe;Monumentenstraﬂe 13d;10829;Gymnastikhalle;Strom;kWh;14.716;14.756;16.785;13.416;13.311;10.014;13.999;9.981;13.037;12.063
175;Wilhelm-Fˆrster-Sternwarte;Munsterdamm 86;12169;Sternwarte;W‰rme;kWh;88.402;250.270;207.137;228.484;240.247;194.934;143.656;0;0;0
175;Wilhelm-Fˆrster-Sternwarte;Munsterdamm 86;12169;Sternwarte;Strom;kWh;43.960;36.431;39.305;43.002;34.301;39.973;39.186;0;0;0
176;Nahariya-Schule;Nahariyastraﬂe 13;12309;Mobile Klassen (Altbau);W‰rme;kWh;80.783;68.905;66.916;60.347;56.065;63.165;72.445;88.258;78.763;112.482
176;Nahariya-Schule;Nahariyastraﬂe 13;12309;Mobile Klassen (Altbau);Strom;kWh;18.439;17.349;16.769;16.930;17.708;17.725;17.776;18.137;19.695;18.781
177;Nahariya-Schule;Nahariyastraﬂe 13;12309;Schulgeb‰ude;W‰rme;kWh;611.762;521.809;506.747;457.005;424.578;478.341;548.619;668.373;596.466;851.818
177;Nahariya-Schule;Nahariyastraﬂe 13;12309;Schulgeb‰ude;Strom;kWh;139.636;131.383;126.988;128.211;134.102;134.229;134.617;137.349;149.147;142.226
178;Nahariya-Schule;Nahariyastraﬂe 13;12309;Sporthalle;W‰rme;kWh;221.758;189.151;183.691;165.660;153.906;173.394;198.869;242.279;216.213;308.776
178;Nahariya-Schule;Nahariyastraﬂe 13;12309;Sporthalle;Strom;kWh;50.617;47.625;46.032;46.475;48.611;48.657;48.797;49.788;54.064;51.555
179;Nahariya-Schule;Nahariyastraﬂe 13;12309;Mobile Klassen (Neubau);W‰rme;kWh;80.547;68.704;66.721;60.171;55.902;62.980;72.234;88.001;78.533;112.154
179;Nahariya-Schule;Nahariyastraﬂe 13;12309;Mobile Klassen (Neubau);Strom;kWh;18.385;17.298;16.720;16.881;17.657;17.673;17.724;18.084;19.637;18.726
302;Kolonie - H¸fnerg‰rten;Nahmitzer Damm 3, 5, 7;12277;Gr¸nfl‰che / Beleuchtung;Strom;kWh;2.849;4.275;4.940;4.036;3.609;3.639;5.750;4.325;3.599;4.098
180;Rathaus Friedenau;Niedstraﬂe 1-2;12159;Dienstgeb‰ude;W‰rme;kWh;1.454.587;1.473.174;1.452.230;1.561.547;1.366.820;1.287.364;297.912;0;0;0
180;Rathaus Friedenau;Niedstraﬂe 1-2;12159;Dienstgeb‰ude;Strom;kWh;245.707;225.501;246.566;203.138;180.367;167.341;118.650;0;0;0
325;Nikolaus-Bares-Weg - Wegebeleuchtung;Nikolaus-Bares-Weg 81;12279;Gr¸nfl‰che / Beleuchtung;Strom;kWh;377;359;553;333;56;55;951;252;633;625
181;VHS-Kolleg;N¸rnberger Straﬂe 63;10787;Volkshochschule;W‰rme;kWh;415.495;364.719;329.860;335.935;318.001;341.199;351.136;326.614;337.493;341.341
181;VHS-Kolleg;N¸rnberger Straﬂe 63;10787;Volkshochschule;Strom;kWh;74.248;75.324;49.028;73.041;89.909;89.255;88.950;95.300;98.100;103.600
182;Ruppin-Schule;Offenbacher Straﬂe 5a;14197;Schulgeb‰ude;W‰rme;kWh;475.344;452.241;369.190;489.096;479.692;506.923;590.340;609.832;610.184;573.996
182;Ruppin-Schule;Offenbacher Straﬂe 5a;14197;Schulgeb‰ude;Strom;kWh;76.668;84.628;75.408;79.021;89.066;83.117;85.059;93.355;108.453;81.128
183;Ruppin-Schule;Offenbacher Straﬂe 5a;14197;Schulgeb‰ude (Anbau);W‰rme;kWh;406.621;386.858;315.814;418.385;410.340;433.634;504.990;521.665;521.966;491.009
183;Ruppin-Schule;Offenbacher Straﬂe 5a;14197;Schulgeb‰ude (Anbau);Strom;kWh;65.583;72.393;64.505;67.596;76.190;71.100;72.761;79.858;92.773;69.399
184;Friedenauer Gemeinschaftsschule;Otzenstraﬂe 16-17;12159;Sporthalle;W‰rme;kWh;84.090;69.675;68.248;63.853;55.657;62.798;64.869;67.223;65.983;74.712
184;Friedenauer Gemeinschaftsschule;Otzenstraﬂe 16-17;12159;Sporthalle;Strom;kWh;11.139;10.813;9.485;8.942;8.725;8.679;9.488;8.609;7.921;8.448
185;Friedenauer Gemeinschaftsschule;Otzenstraﬂe 16-17;12159;Schulgeb‰ude;W‰rme;kWh;550.046;464.704;454.578;429.363;379.267;425.627;438.421;452.627;459.957;501.275
185;Friedenauer Gemeinschaftsschule;Otzenstraﬂe 16-17;12159;Schulgeb‰ude;Strom;kWh;68.422;66.420;58.266;54.929;53.595;53.312;58.285;52.880;48.655;51.894
186;Spreewald-Schule;Pallasstraﬂe 15-17;10781;Sporthalle;W‰rme;kWh;609.678;613.280;556.384;580.738;516.523;496.313;522.593;404.841;428.917;477.353
186;Spreewald-Schule;Pallasstraﬂe 15-17;10781;Sporthalle;Strom;kWh;129.734;121.952;113.597;113.575;114.121;113.547;104.523;94.775;93.845;97.526
187;Spreewald-Schule;Pallasstraﬂe 15-17;10781;Schulgeb‰ude;W‰rme;kWh;519.765;522.835;474.330;495.092;440.348;423.119;445.522;345.136;365.661;406.954
187;Spreewald-Schule;Pallasstraﬂe 15-17;10781;Schulgeb‰ude;Strom;kWh;110.602;103.967;96.844;96.826;97.291;96.801;89.109;80.798;80.005;83.143
188;Hochbunker Pallasstraﬂe;Pallasstraﬂe 30;10781;Bunker;Strom;kWh;442;438;995;925;940;307;368;237;246;842
326;Klarensee - Wasserumw‰lzanlage;Parkstraﬂe 8;12103;Brunnen;Strom;kWh;7.931;16.642;7.649;18.088;19.719;26.261;17.139;23.060;23.648;21.288
189;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Sporthalle;W‰rme;kWh;196.165;219.368;179.393;200.138;220.684;165.731;154.798;171.928;153.463;119.256
189;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Sporthalle;Strom;kWh;7.626;7.644;6.803;7.093;6.867;7.492;6.450;6.608;6.496;4.892
190;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Schulgeb‰ude;W‰rme;kWh;663.927;647.702;653.795;661.349;582.656;691.947;708.610;723.848;701.457;626.764
190;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Schulgeb‰ude;Strom;kWh;77.939;78.131;69.529;72.493;70.191;76.570;65.930;67.543;66.396;50.003
289;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Schulgeb‰ude (Neubau);W‰rme;kWh;0;85.061;115.980;150.743;125.903;117.246;128.416;149.565;172.391;156.599
289;Friedrich-Bergius-Schule;Perelsplatz 6-9;12159;Schulgeb‰ude (Neubau);Strom;kWh;0;12.387;41.035;39.383;34.247;35.912;32.705;37.198;43.301;37.537
191;Prignitz-Schule;Pˆppelmannstraﬂe 2;12157;Schulgeb‰ude;W‰rme;kWh;469.715;458.822;497.474;532.204;546.452;454.914;494.135;508.794;511.588;486.555
191;Prignitz-Schule;Pˆppelmannstraﬂe 2;12157;Schulgeb‰ude;Strom;kWh;60.769;58.671;61.605;66.851;69.465;65.521;66.584;65.123;64.057;65.686
192;Prignitz-Schule;Pˆppelmannstraﬂe 2;12157;Sporthalle;W‰rme;kWh;73.923;71.037;77.930;82.031;85.861;69.346;75.841;79.177;80.196;77.657
192;Prignitz-Schule;Pˆppelmannstraﬂe 2;12157;Sporthalle;Strom;kWh;11.356;10.964;11.512;12.493;12.981;12.244;12.443;12.170;11.971;12.275
193;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Hortgeb‰ude (Neubau);W‰rme;kWh;89.143;95.195;85.798;85.173;79.930;79.140;86.752;91.073;87.617;81.547
193;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Hortgeb‰ude (Neubau);Strom;kWh;9.567;8.879;9.159;9.559;9.751;9.689;10.142;9.890;9.238;9.212
194;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Hortgeb‰ude (Altbau);W‰rme;kWh;91.802;98.035;88.357;87.714;82.315;81.501;89.340;93.790;90.231;83.980
194;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Hortgeb‰ude (Altbau);Strom;kWh;9.852;9.143;9.432;9.844;10.042;9.978;10.445;10.185;9.514;9.487
196;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Sporthalle;W‰rme;kWh;110.278;117.765;106.139;105.367;98.881;97.903;107.320;112.666;108.390;100.881
196;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Sporthalle;Strom;kWh;11.835;10.983;11.331;11.825;12.063;11.986;12.547;12.235;11.428;11.396
197;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Schulgeb‰ude;W‰rme;kWh;507.300;541.743;488.263;484.710;454.872;450.375;493.696;518.285;498.617;464.075
197;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Schulgeb‰ude;Strom;kWh;54.443;50.526;52.124;54.397;55.494;55.139;57.717;56.281;52.573;52.423
198;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Kunstr‰ume;W‰rme;kWh;24.099;25.735;23.195;23.026;21.608;21.395;23.453;24.621;23.687;22.046
198;Kiepert-Schule;Prechtlstraﬂe 21/23;12277;Kunstr‰ume;Strom;kWh;2.586;2.400;2.476;2.584;2.636;2.619;2.742;2.674;2.497;2.490
200;Sportplatz Volkspark;Pr¸hﬂstraﬂe 90;12109;Sportplatz / Sportbetriebsgeb‰ude;W‰rme;kWh;376.344;362.158;384.117;411.753;513.540;412.282;439.119;446.245;445.042;577.947
200;Sportplatz Volkspark;Pr¸hﬂstraﬂe 90;12109;Sportplatz / Sportbetriebsgeb‰ude;Strom;kWh;84.077;86.031;95.235;82.274;82.758;84.952;86.116;89.950;78.962;91.690
201;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Mobile Klassen;W‰rme;kWh;117.069;110.457;107.009;110.006;111.209;118.627;113.476;104.690;112.705;106.912
201;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Mobile Klassen;Strom;kWh;13.970;9.172;9.892;9.793;5.138;4.067;10.705;9.358;7.488;8.104
202;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Schulgeb‰ude;W‰rme;kWh;509.215;940.487;474.797;406.750;495.436;510.790;512.422;506.992;517.450;411.818
202;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Schulgeb‰ude;Strom;kWh;35.961;40.146;29.717;35.620;35.797;35.166;39.072;40.750;39.325;39.752
203;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Neubau;W‰rme;kWh;110.700;118.861;116.321;122.000;119.680;110.816;99.812;117.692;150.540;115.154
203;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Neubau;Strom;kWh;27.440;33.297;25.568;25.145;26.035;31.224;27.176;37.749;42.009;40.911
204;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Sporthalle;W‰rme;kWh;145.361;235.071;109.533;99.585;90.146;111.825;120.049;142.523;126.836;118.397
204;Bruno-H-B¸rgel-Schule;Rackeb¸ller Weg 70;12305;Sporthalle;Strom;kWh;10.265;11.460;8.483;10.168;10.218;10.039;11.154;11.633;11.226;11.348
205;Sportplatz - Rathausstraﬂe;Rathausstraﬂe 10a;12105;Umkleidegeb‰ude;W‰rme;kWh;200.653;225.881;215.527;176.920;177.332;197.825;218.174;235.095;191.744;186.240
