Bezirk Tempelhof-Schˆneberg: Energieverbrauchs¸bersicht bezirklicher Geb‰ude f¸r 2010-2019;;;;;;;;;;;;;;;;
ID;Liegenschaft;Adresse;PLZ;Bauwerk;"Energieart
(W‰rmeverbrauch ist witterungsbereinigt)";Einheit;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
66;Teltow-Schule;Feurigstraﬂe 57;10827;Schulgeb‰ude;Strom;kWh;46.562;51.922;51.583;56.451;54.426;54.552;56.735;57.193;66.649;65.649
292;Jugendfreizeiteinrichtung - Finchleystraﬂe;Finchleystraﬂe 11;12305;Jugendfreizeiteinrichtung;W‰rme;kWh;39.147;53.197;75.464;48.694;58.016;48.945;0;0;0;0
292;Jugendfreizeiteinrichtung - Finchleystraﬂe;Finchleystraﬂe 11;12305;Jugendfreizeiteinrichtung;Strom;kWh;12.966;11.338;10.240;14.432;14.782;9.530;8.621;13.013;13.554;0
67;Rudolf-Hildebrand-Schule;Friedenstraﬂe 23/25;12107;Mobile Klassen;W‰rme;kWh;39.217;36.391;38.632;39.985;39.869;39.268;43.804;43.638;40.466;44.212
67;Rudolf-Hildebrand-Schule;Friedenstraﬂe 23/25;12107;Mobile Klassen;Strom;kWh;5.008;5.744;4.855;4.576;5.447;5.149;5.065;5.863;5.750;4.828
68;Rudolf-Hildebrand-Schule;Friedenstraﬂe 23/25;12107;Schulgeb‰ude mit Sporthalle;W‰rme;kWh;711.200;659.955;700.587;725.134;723.023;712.117;794.388;791.374;733.847;801.781
68;Rudolf-Hildebrand-Schule;Friedenstraﬂe 23/25;12107;Schulgeb‰ude mit Sporthalle;Strom;kWh;90.813;104.166;88.054;82.985;98.789;93.374;91.849;106.329;104.285;87.556
231;Jugendfreizeitst‰tte - Die Burg;Friedrich-Wilhelm-Platz 11 / Schmargendorfer Straﬂe 18;12161;Jugendfreizeiteinrichtung;W‰rme;kWh;190.768;209.521;201.729;0;0;0;0;0;0;0
231;Jugendfreizeitst‰tte - Die Burg;Friedrich-Wilhelm-Platz 11 / Schmargendorfer Straﬂe 18;12161;Jugendfreizeiteinrichtung;Strom;kWh;21.318;18.569;19.599;17.429;16.066;14.712;14.192;12.224;11.427;11.988
71;Maria-Montessori-Schule;Friedrich-Wilhelm-Straﬂe 72-74;12103;Schulgeb‰ude;W‰rme;kWh;238.544;254.260;260.821;303.262;267.312;274.780;304.465;304.284;305.045;273.989
71;Maria-Montessori-Schule;Friedrich-Wilhelm-Straﬂe 72-74;12103;Schulgeb‰ude;Strom;kWh;58.271;71.358;74.221;69.760;57.838;88.817;68.980;73.032;78.704;79.840
286;Maria-Montessori-Schule;Friedrich-Wilhelm-Straﬂe 72-74;12103;Hortgeb‰ude;W‰rme;kWh;23.438;55.224;64.409;73.885;64.591;61.418;68.480;64.910;83.516;66.594
286;Maria-Montessori-Schule;Friedrich-Wilhelm-Straﬂe 72-74;12103;Hortgeb‰ude;Strom;kWh;0;0;0;0;0;0;0;0;0;0
314;Rudolph-Wilde-Park - Bew‰sserung & Beleuchtung;Fritz-Elsas-Straﬂe 17 / Rudolph-Wilde-Park;10825;Gr¸nfl‰che / Beleuchtung;Strom;kWh;75.395;50.734;54.329;51.615;60.067;49.082;51.888;44.580;44.407;41.330
72;Werkhof / Baumkolonne;Fritz-Werner-Straﬂe 71;12107;Werkhalle / Werkstatt;W‰rme;kWh;401.390;374.087;387.425;392.812;335.935;215.152;447.110;320.994;325.846;362.541
72;Werkhof / Baumkolonne;Fritz-Werner-Straﬂe 71;12107;Werkhalle / Werkstatt;Strom;kWh;49.273;47.844;16.888;0;0;29.497;20.225;29.848;26.448;28.835
73;Werkhof / Baumkolonne;Fritz-Werner-Straﬂe 71;12107;Dienstgeb‰ude;W‰rme;kWh;153.324;142.895;147.989;150.047;128.321;82.184;170.788;122.614;124.467;138.484
73;Werkhof / Baumkolonne;Fritz-Werner-Straﬂe 71;12107;Dienstgeb‰ude;Strom;kWh;18.822;18.275;6.451;0;0;11.268;7.725;11.402;10.102;11.015
291;Jugendfreizeiteinrichtung - Clip;Frobenstraﬂe 27;10783;Jugendfreizeiteinrichtung;W‰rme;kWh;32.044;0;0;0;0;0;0;0;0;0
291;Jugendfreizeiteinrichtung - Clip;Frobenstraﬂe 27;10783;Jugendfreizeiteinrichtung;Strom;kWh;1.844;0;0;0;0;0;0;0;0;0
315;Gr¸nanlage - Bodenbeleuchtung;Fuggerstraﬂe 1;10777;Gr¸nfl‰che / Beleuchtung;Strom;kWh;852;845;4.907;4.246;884;947;1.352;2.037;1.635;2.599
297;Schwerbelastungskˆrper;General-Pape-Straﬂe 100;12101;Museum;Strom;kWh;0;0;809;882;6.344;8.473;2.192;2.188;2.266;1.977
74;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Doppelsporthalle;W‰rme;kWh;23.320;29.337;28.751;27.536;32.173;28.131;25.599;25.765;27.413;359.809
74;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Doppelsporthalle;Strom;kWh;17.713;17.479;17.152;18.307;18.437;17.560;14.521;12.076;5.024;3.703
75;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Pavillon 1;W‰rme;kWh;19.945;22.444;22.031;23.475;22.436;19.822;23.554;23.903;27.040;26.781
75;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Pavillon 1;Strom;kWh;4.004;3.951;3.877;4.138;4.167;3.969;3.282;2.730;1.136;837
76;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Schulgeb‰ude;W‰rme;kWh;941.808;1.016.186;951.679;1.070.412;917.445;929.320;925.021;939.595;436.172;395.500
76;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Schulgeb‰ude;Strom;kWh;92.031;90.813;89.117;95.117;95.791;91.236;75.445;62.741;26.104;19.237
77;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Pavillon 1;W‰rme;kWh;23.063;32.040;31.769;33.661;29.680;26.925;25.324;25.491;30.399;30.333
77;Luise-Henriette-Schule;Germaniastraﬂe 4-6;12099;Pavillon 1;Strom;kWh;3.981;3.928;3.855;4.114;4.143;3.946;3.263;2.714;1.129;832
78;Interkultureles Haus;Geﬂlerstraﬂe 11;10829;Freizeitst‰tte (Allgemein);W‰rme;kWh;187.235;160.537;141.465;162.174;161.022;152.685;164.012;182.830;236.482;182.262
78;Interkultureles Haus;Geﬂlerstraﬂe 11;10829;Freizeitst‰tte (Allgemein);Strom;kWh;24.302;23.210;21.556;21.426;17.765;19.697;20.896;21.085;21.550;21.334
80;Jugendfreizeiteinrichtung - Schreiben Sprechen Spielen;Goltzstraﬂe 40;10781;Jugendfreizeiteinrichtung;W‰rme;kWh;48.604;43.455;40.812;28.356;0;0;0;0;0;0
80;Jugendfreizeiteinrichtung - Schreiben Sprechen Spielen;Goltzstraﬂe 40;10781;Jugendfreizeiteinrichtung;Strom;kWh;2.020;2.057;2.073;1.022;0;0;0;0;0;0
81;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Sporthalle (Anbau);W‰rme;kWh;36.407;32.050;35.142;37.254;36.534;30.439;31.541;31.526;29.969;23.722
81;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Sporthalle (Anbau);Strom;kWh;3.737;3.797;4.203;4.226;4.671;4.692;4.513;4.442;4.501;5.094
82;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Schulgeb‰ude;W‰rme;kWh;765.572;674.060;738.944;783.459;768.305;640.238;663.332;662.957;630.262;498.927
82;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Schulgeb‰ude;Strom;kWh;77.366;78.587;87.006;87.471;96.687;97.122;93.412;91.953;93.179;105.456
236;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Doppelsporthalle;W‰rme;kWh;128.811;113.397;124.336;131.809;129.261;107.697;111.597;111.543;106.035;83.931
236;Paul-Natorp-Schule;Goﬂlerstraﬂe 13-15;12161;Doppelsporthalle;Strom;kWh;23.099;15.250;1.093;14.300;11.826;8.426;7.000;5.205;5.845;45.350
316;Wartburgplatz - Straﬂen- und Wegebeleuchtung;Gothaer Straﬂe 3;10823;Gr¸nfl‰che / Beleuchtung;Strom;kWh;681;681;681;681;681;681;681;681;681;681
83;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Betreuungsst‰tte;W‰rme;kWh;93.167;107.434;105.606;72.718;25.867;2.005;1.846;1.856;1.978;2.038
83;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Betreuungsst‰tte;Strom;kWh;8.384;7.736;7.046;8.265;7.814;7.795;2.609;4.217;4.196;4.020
84;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Trauerhalle;W‰rme;kWh;53.445;64.600;64.082;63.497;68.158;193.757;107.930;84.466;83.906;87.078
84;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Trauerhalle;Strom;kWh;9.176;8.466;7.711;9.046;8.552;8.531;2.856;4.615;4.592;4.400
85;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Blumenladen;W‰rme;kWh;7.827;9.026;8.872;6.109;2.173;168;155;156;166;171
85;Tempelhofer Parkfriedhof;Gottlieb-Dunkel Straﬂe 26;12099;Blumenladen;Strom;kWh;704;650;592;694;656;655;219;354;353;338
88;Eva-Maria-Buch-Hauptbibliothek;Gˆtzstraﬂe 10-12;12099;Bibliothek;Strom;kWh;0;0;0;0;0;92.513;207.829;191.338;202.618;194.498
317;Templerzeile - Wegebeleuchtung;Gˆtzstraﬂe 27;12099;Gr¸nfl‰che / Beleuchtung;Strom;kWh;146;146;151;15.003;3.362;3.251;2.909;2.488;1.142;1.137
86;Sportanlage - Gˆtzstraﬂe;Gˆtzstraﬂe 34;12099;Sporthalle;W‰rme;kWh;185.841;195.167;191.612;143.043;174.896;193.411;194.529;207.596;205.848;227.649
86;Sportanlage - Gˆtzstraﬂe;Gˆtzstraﬂe 34;12099;Sporthalle;Strom;kWh;49.701;52.035;46.855;47.540;44.543;43.514;47.044;42.554;37.430;36.893
87;Sportanlage - Gˆtzstraﬂe;Gˆtzstraﬂe 34;12099;Umkleidegeb‰ude;W‰rme;kWh;4.567;4.797;4.709;3.516;4.298;4.754;4.781;5.102;5.059;5.595
87;Sportanlage - Gˆtzstraﬂe;Gˆtzstraﬂe 34;12099;Umkleidegeb‰ude;Strom;kWh;1.222;1.279;1.152;1.168;1.095;1.069;1.156;1.046;920;907
89;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Mobile Klassen;W‰rme;kWh;27.292;26.227;28.772;30.286;31.700;25.603;28.000;29.232;29.608;28.671
89;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Mobile Klassen;Strom;kWh;3.903;3.768;3.956;4.293;4.461;4.208;4.276;4.182;4.114;4.218
90;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Schulgeb‰ude;W‰rme;kWh;493.113;473.862;519.843;547.198;572.747;462.584;505.904;528.158;534.956;518.024
90;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Schulgeb‰ude;Strom;kWh;61.479;59.357;62.325;67.632;70.277;66.286;67.362;65.884;64.805;66.453
91;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Sporthalle;W‰rme;kWh;182.894;175.754;192.808;202.954;212.430;171.571;187.638;195.892;198.414;192.133
91;Friedenauer Gemeinschaftsschule;Grazer Platz 1-3;12157;Sporthalle;Strom;kWh;24.172;23.338;24.505;26.592;27.632;26.063;26.486;25.904;25.480;26.128
92;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude;W‰rme;kWh;386.262;343.606;330.086;382.624;371.485;322.513;331.392;382.290;346.510;324.197
92;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude;Strom;kWh;45.111;49.706;47.812;52.266;71.976;83.022;84.835;74.624;50.700;47.061
93;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Sporthalle;W‰rme;kWh;88.150;81.397;77.632;87.570;86.696;75.895;77.806;88.594;80.630;76.396
93;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Sporthalle;Strom;kWh;9.548;10.520;10.119;11.062;15.234;17.572;17.956;15.794;10.731;9.961
94;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 1);W‰rme;kWh;65.249;58.044;55.760;64.635;62.753;54.480;55.980;64.578;58.534;54.765
94;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 1);Strom;kWh;7.620;8.397;8.077;8.829;12.158;14.024;14.331;12.606;8.565;7.950
95;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 2);W‰rme;kWh;71.228;63.362;60.869;70.557;68.503;59.473;61.110;70.496;63.898;59.783
95;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 2);Strom;kWh;8.319;9.166;8.817;9.638;13.273;15.310;15.644;13.761;9.349;8.678
96;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Mobile Klassen;W‰rme;kWh;35.751;31.803;30.552;35.415;34.384;29.851;30.673;35.384;32.072;30.007
96;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Mobile Klassen;Strom;kWh;4.175;4.601;4.425;4.838;6.662;7.684;7.852;6.907;4.693;4.356
97;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 3);W‰rme;kWh;70.949;63.114;60.631;70.281;68.235;59.240;60.870;70.220;63.647;59.549
97;Theodor-Haubach-Schule;Grimmstraﬂe 9/11;12305;Schulgeb‰ude (Klassentrakt 3);Strom;kWh;8.286;9.130;8.782;9.600;13.221;15.250;15.583;13.707;9.313;8.644
298;Jugendfreizeiteinrichtung - Groﬂgˆrschenstraﬂe;Groﬂgˆrschenstraﬂe 4;10827;Jugendfreizeiteinrichtung;Strom;kWh;4.423;4.438;325;642;4.324;0;0;0;0;0
98;"Musikschule / VHS-Kunst ""Kunst am Kleistpark""";Grunewaldstraﬂe 6-7;10823;Schulgeb‰ude;W‰rme;kWh;435.586;440.034;414.156;419.247;407.188;372.671;423.853;435.695;480.224;399.080
98;"Musikschule / VHS-Kunst ""Kunst am Kleistpark""";Grunewaldstraﬂe 6-7;10823;Schulgeb‰ude;Strom;kWh;55.911;55.947;51.095;7.587;47.035;43.189;46.313;43.920;40.716;40.678
99;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Sporthalle;W‰rme;kWh;79.204;70.457;67.685;78.458;76.174;66.132;67.953;78.389;71.053;66.477
99;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Sporthalle;Strom;kWh;8.285;4.711;8.153;8.059;8.583;8.831;9.134;9.494;9.006;9.037
100;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mensa;W‰rme;kWh;40.323;35.870;34.458;39.943;38.780;33.668;34.595;39.908;36.173;33.844
100;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mensa;Strom;kWh;4.218;2.398;4.151;4.103;4.370;4.496;4.650;4.833;4.585;4.601
101;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mobile Klassen;W‰rme;kWh;35.743;31.795;30.544;35.406;34.375;29.844;30.665;35.375;32.064;29.999
101;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mobile Klassen;Strom;kWh;3.739;2.126;3.679;3.637;3.873;3.985;4.122;4.284;4.064;4.078
102;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Turm;W‰rme;kWh;142.802;127.032;122.033;141.457;137.339;119.234;122.516;141.333;128.105;119.856
102;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Turm;Strom;kWh;14.938;8.494;14.700;14.531;15.474;15.922;16.468;17.117;16.237;16.294
103;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mehrzweckgeb‰ude;W‰rme;kWh;46.666;41.512;39.879;46.226;44.881;38.964;40.037;46.186;41.863;39.168
103;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Mehrzweckgeb‰ude;Strom;kWh;4.882;2.776;4.804;4.749;5.057;5.203;5.381;5.594;5.306;5.325
104;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Neubau;W‰rme;kWh;87.155;77.530;74.480;86.334;83.821;72.771;74.774;86.259;78.186;73.151
104;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Neubau;Strom;kWh;9.117;5.184;8.972;8.869;9.444;9.717;10.051;10.447;9.910;9.945
105;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Schulgeb‰ude;W‰rme;kWh;570.272;507.296;487.334;564.901;548.456;476.154;489.262;564.408;511.583;478.641
105;Annedore-Leber-Schule;Halker Zeile 137-149;12305;Schulgeb‰ude;Strom;kWh;59.654;33.919;58.704;58.028;61.797;63.582;65.763;68.355;64.841;65.069
107;Sportplatz - Halker Zeile;Halker Zeile 151;12305;Umkleidegeb‰ude;W‰rme;kWh;96.925;105.165;93.658;99.179;99.821;89.496;101.195;95.522;112.570;94.561
107;Sportplatz - Halker Zeile;Halker Zeile 151;12305;Umkleidegeb‰ude;Strom;kWh;105.280;87.365;79.776;82.725;77.505;76.395;63.300;56.700;51.300;46.000
287;Steinwald-Schule;Hanielweg 7/9;12277;Schulgeb‰ude;W‰rme;kWh;372.176;425.803;589.770;660.831;740.298;677.104;664.880;612.451;774.686;728.863
287;Steinwald-Schule;Hanielweg 7/9;12277;Schulgeb‰ude;Strom;kWh;39.567;127.488;118.441;165.276;89.181;159.703;181.191;139.802;120.363;204.749
288;Steinwald-Schule;Hanielweg 7/9;12277;Sporthalle;W‰rme;kWh;101.605;116.246;161.009;180.409;202.104;184.852;181.514;167.201;211.492;198.982
288;Steinwald-Schule;Hanielweg 7/9;12277;Sporthalle;Strom;kWh;10.802;34.805;32.335;45.121;24.347;43.600;49.466;38.167;32.859;55.897
318;Hanowsteig - Wegebeleuchtung;Hanowsteig 1;12309;Gr¸nfl‰che / Beleuchtung;Strom;kWh;0;0;0;0;0;0;154;220;101;0
108;Theodor-Heuﬂ-Bibliothek;Hauptstraﬂe 40;10827;Bibliothek;W‰rme;kWh;228.264;203.051;205.442;206.711;211.595;223.996;229.432;236.926;251.604;228.766
108;Theodor-Heuﬂ-Bibliothek;Hauptstraﬂe 40;10827;Bibliothek;Strom;kWh;47.973;45.319;45.466;44.915;45.155;42.046;41.418;41.630;40.101;35.581
109;Theodor-Heuﬂ-Bibliothek;Hauptstraﬂe 40;10827;Bibliothek;W‰rme;kWh;18.432;16.396;16.589;16.691;17.086;18.087;18.526;19.131;20.316;18.472
109;Theodor-Heuﬂ-Bibliothek;Hauptstraﬂe 40;10827;Bibliothek;Strom;kWh;3.076;2.905;2.915;2.880;2.895;2.696;2.655;2.669;2.571;2.281
110;Museen Tempelhof-Schˆneberg;Hauptstraﬂe 41-42;10827;Museum;W‰rme;kWh;211.930;188.521;190.741;191.919;196.453;207.967;213.014;219.972;233.600;212.396
110;Museen Tempelhof-Schˆneberg;Hauptstraﬂe 41-42;10827;Museum;Strom;kWh;39.927;37.719;37.841;37.383;37.582;34.995;34.472;34.648;33.376;29.614
111;Jugendfreizeiteinrichtung - Kita am Lassenpark;Hauptstraﬂe 43;10827;Jugendfreizeiteinrichtung;W‰rme;kWh;23.912;21.271;21.522;21.655;22.166;23.465;24.035;24.820;26.357;23.965
111;Jugendfreizeiteinrichtung - Kita am Lassenpark;Hauptstraﬂe 43;10827;Jugendfreizeiteinrichtung;Strom;kWh;4.482;4.234;4.248;4.196;4.218;3.928;3.869;3.889;3.746;3.324
112;Jugendfreizeiteinrichtung - Jugi-hessenring;Hessenring 47;12101;Jugendfreizeiteinrichtung;W‰rme;kWh;2.582;3.453;3.136;3.060;279;108.399;1.194;215.463;229.299;74.706
112;Jugendfreizeiteinrichtung - Jugi-hessenring;Hessenring 47;12101;Jugendfreizeiteinrichtung;Strom;kWh;21.833;20.004;19.911;16.972;15.550;12.034;7.449;11.246;18.006;0
113;Georg-von-Giesche-Schule / VHS;Hohenstaufenstraﬂe 47-48;10779;Schulgeb‰ude;W‰rme;kWh;970.652;944.627;954.335;1.066.844;1.031.264;1.389.843;1.342.411;1.313.908;1.341.076;1.412.239
113;Georg-von-Giesche-Schule / VHS;Hohenstaufenstraﬂe 47-48;10779;Schulgeb‰ude;Strom;kWh;170.179;159.682;170.865;168.349;139.493;55.553;71.287;69.249;68.165;70.601
114;Georg-von-Giesche-Schule / VHS;Hohenstaufenstraﬂe 47-48;10779;Doppelsporthalle;W‰rme;kWh;439.305;427.526;431.920;482.840;466.737;629.025;607.559;594.659;606.954;639.162
114;Georg-von-Giesche-Schule / VHS;Hohenstaufenstraﬂe 47-48;10779;Doppelsporthalle;Strom;kWh;77.021;72.270;77.332;76.193;63.133;25.143;32.264;31.341;30.851;31.953
115;Scharm¸tzelsee-Schule;Hohenstaufenstraﬂe 49;10779;Schulgeb‰ude;W‰rme;kWh;535.735;521.371;526.729;588.826;569.189;767.100;740.921;725.189;740.184;779.461
115;Scharm¸tzelsee-Schule;Hohenstaufenstraﬂe 49;10779;Schulgeb‰ude;Strom;kWh;93.928;88.134;94.306;92.918;76.991;30.661;39.346;38.221;37.622;38.967
117;Seniorenfreizeitst‰tte - Berliner B‰r;Holzmannstraﬂe 18;12099;Seniorenfreizeiteinrichtung;W‰rme;kWh;72.193;69.827;65.487;69.486;72.723;65.366;51.253;76.215;75.687;51.147
117;Seniorenfreizeitst‰tte - Berliner B‰r;Holzmannstraﬂe 18;12099;Seniorenfreizeiteinrichtung;Strom;kWh;4.904;4.013;3.877;4.992;4.128;1.876;10.993;12.917;10.889;12.349
118;Jugendfreizeiteinrichtung - Holzmannstraﬂe;Holzmannstraﬂe 22;12099;Jugendfreizeiteinrichtung;W‰rme;kWh;47.064;26.413;0;0;0;0;0;0;0;0
118;Jugendfreizeiteinrichtung - Holzmannstraﬂe;Holzmannstraﬂe 22;12099;Jugendfreizeiteinrichtung;Strom;kWh;4.690;82;0;0;0;0;0;0;0;0
120;Marianne-Cohn-Schule;Holzmannstraﬂe 7;12099;Schulgeb‰ude;W‰rme;kWh;937.842;810.309;788.337;798.579;996.653;1.018.342;1.005.113;1.111.140;942.279;1.376.165
120;Marianne-Cohn-Schule;Holzmannstraﬂe 7;12099;Schulgeb‰ude;Strom;kWh;506.010;448.237;397.940;453.026;440.315;387.841;374.027;347.248;383.197;348.924
121;Fl‰ming-Schule;Illstraﬂe 4-6;12161;Schulgeb‰ude;W‰rme;kWh;424.350;489.413;446.767;522.162;547.630;520.962;480.936;521.751;521.932;432.265
121;Fl‰ming-Schule;Illstraﬂe 4-6;12161;Schulgeb‰ude;Strom;kWh;56.594;71.235;89.882;87.271;85.523;84.090;78.320;73.932;78.328;79.246
122;Fl‰ming-Schule;Illstraﬂe 4-6;12161;Sporthalle;W‰rme;kWh;79.541;91.736;83.742;97.874;102.648;97.650;90.147;97.797;97.831;81.024
122;Fl‰ming-Schule;Illstraﬂe 4-6;12161;Sporthalle;Strom;kWh;10.608;13.352;16.847;16.358;16.031;15.762;14.680;13.858;14.682;14.854
319;Dorfteich - Tiefbrunnen;Im Domstift 38;12309;Brunnen;Strom;kWh;835;276;312;880;632;871;1.132;646;872;1.023
123;Rathaus Schˆneberg;John-F.-Kennedy-Platz 1;10825;Dienstgeb‰ude;W‰rme;kWh;4.487.778;4.343.223;4.312.917;4.291.538;4.387.459;4.124.478;4.332.455;4.458.527;4.427.725;4.178.313
123;Rathaus Schˆneberg;John-F.-Kennedy-Platz 1;10825;Dienstgeb‰ude;Strom;kWh;1.764.903;1.649.991;1.659.516;1.637.214;1.493.062;1.549.742;1.588.461;1.393.460;1.625.854;1.486.289
301;Markt - John-F.-Kennedy-Platz;John-F.-Kennedy-Platz 1;10825;Markt;Strom;kWh;6.402;5.742;5.429;3.220;2.849;2.863;6.388;4.771;3.794;3.389
320;Lichtenrader Graben - Wegebeleuchtung;John-Locke-Straﬂe 19;12305;Gr¸nfl‰che / Beleuchtung;Strom;kWh;7.291;7.074;8.780;7.987;8.831;8.268;7.748;5.107;4.652;4.400
124;Askanische Schule;Kaiserin-Augusta-Straﬂe 19-20;12103;Mobile Klassen;W‰rme;kWh;35.395;29.201;34.143;31.764;29.437;30.930;38.045;33.989;33.670;29.776
124;Askanische Schule;Kaiserin-Augusta-Straﬂe 19-20;12103;Mobile Klassen;Strom;kWh;3.849;3.565;3.600;4.086;4.218;4.070;3.910;4.003;3.951;3.761
125;Askanische Schule;Kaiserin-Augusta-Straﬂe 19-20;12103;Schulgeb‰ude;W‰rme;kWh;902.652;744.676;870.709;810.051;750.693;788.786;970.224;866.798;858.663;759.354
125;Askanische Schule;Kaiserin-Augusta-Straﬂe 19-20;12103;Schulgeb‰ude;Strom;kWh;98.165;90.916;91.813;104.206;107.559;103.800;99.709;102.086;100.758;95.900
126;Gesundheitsamt 3;Kaiserstraﬂe 126;12105;Dienstgeb‰ude;W‰rme;kWh;61.787;66.363;63.576;62.972;46.996;62.743;60.735;56.265;53.815;58.618
126;Gesundheitsamt 3;Kaiserstraﬂe 126;12105;Dienstgeb‰ude;Strom;kWh;7.459;7.360;7.144;6.776;5.014;10.398;10.554;9.940;10.213;10.666
129;Eckener-Schule;Kaiserstraﬂe 17-21;12105;Schulgeb‰ude;W‰rme;kWh;673.991;668.395;728.495;709.661;638.216;613.379;669.689;701.120;692.509;521.200
129;Eckener-Schule;Kaiserstraﬂe 17-21;12105;Schulgeb‰ude;Strom;kWh;107.366;118.627;109.175;113.860;117.565;83.532;138.077;138.770;132.974;139.289
130;Eckener-Schule;Kaiserstraﬂe 17-21;12105;Sporthalle;W‰rme;kWh;81.233;80.558;87.801;85.532;76.921;73.927;80.714;84.502;83.464;62.817
130;Eckener-Schule;Kaiserstraﬂe 17-21;12105;Sporthalle;Strom;kWh;12.940;14.298;13.158;13.723;14.169;10.068;16.642;16.725;16.027;16.788
313;Kˆnigskollonaden;Kleist-Park;10781;Gr¸nfl‰che / Beleuchtung;Strom;kWh;12.209;3.772;3.782;7.505;4.908;6.733;1.294;1.294;3.142;3.733
132;Robert-Blum-Schule;Kolonnenstraﬂe 21;10829;Schulgeb‰ude mit Sporthalle;W‰rme;kWh;956.848;924.384;860.129;953.998;899.111;904.218;895.011;998.913;1.038.048;988.700
132;Robert-Blum-Schule;Kolonnenstraﬂe 21;10829;Schulgeb‰ude mit Sporthalle;Strom;kWh;100.541;54.124;99.777;99.967;104.068;104.937;107.139;107.567;106.382;108.173
321;Privatstraﬂe - Beleuchtung;Kolonnenstraﬂe 29a;10829;Gr¸nfl‰che / Beleuchtung;Strom;kWh;856;859;570;0;0;0;0;0;0;0
134;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Mensa;W‰rme;kWh;123.616;123.589;120.366;139.866;114.985;114.283;120.890;119.152;123.767;111.864
134;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Mensa;Strom;kWh;25.335;26.128;24.554;23.130;23.564;24.243;24.351;24.054;25.417;26.236
135;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Schulgeb‰ude;W‰rme;kWh;367.753;397.201;369.089;393.953;399.885;368.726;373.948;381.798;425.623;377.088
135;Havelland-Schule;Kolonnenstraﬂe 30-30a;10829;Schulgeb‰ude;Strom;kWh;80.446;82.966;77.966;73.445;74.824;76.978;77.322;76.379;80.707;83.308
